hhid,round,comment,foodclass,foodtype,s11q2,s11q6a,s11q7
13028,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
13028,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
13028,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13028,6,0,VEGETABLES,Onions,No,,
13028,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,PURCHASE,Three days
13028,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13028,6,0,FRUITS,"Fruits (banana, lemon, etc.)",Yes,PURCHASE,Four days
13028,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
13028,6,0,DRINKS,Other drinks,No,,
13028,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
13028,6,0,OTHER,Chat/qat/miraa,No,,
13028,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13028,6,0,WILD FOOD,Wild food,No,,
13029,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Three days
13029,6,0,CEREALS,Maize - flour (pre-packed),No,,
13029,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Seven days
13029,6,0,CEREALS,Wheat flour,No,,
13029,6,0,CEREALS,Rice,Yes,PURCHASE,One day
13029,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
13029,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
13029,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
13029,6,0,EGGS,Eggs,No,,
13029,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PRIVATE GIFT,Five days
13029,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PRIVATE GIFT,One day
13029,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
13029,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Three days
13029,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Four days
13029,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
13029,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
13029,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13029,6,0,VEGETABLES,Onions,No,,
13029,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
13029,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13029,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
13029,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
13029,6,0,DRINKS,Other drinks,No,,
13029,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,AID,One day
13029,6,0,OTHER,Chat/qat/miraa,No,,
13029,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13029,6,0,WILD FOOD,Wild food,No,,
13030,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Five days
13030,6,0,CEREALS,Maize - flour (pre-packed),No,,
13030,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Two days
13030,6,1,CEREALS,Wheat flour,No,,
13030,6,0,CEREALS,Rice,No,,
13030,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
13030,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
13030,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Five days
13030,6,0,EGGS,Eggs,No,,
13030,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Three days
13030,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
13030,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
13030,6,0,OILS AND FATS,Cooking oil (liquids),No,,
13030,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Five days
13030,6,0,SUGAR,Sugar,Yes,PURCHASE,Six days
13030,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Six days
13030,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13030,6,0,VEGETABLES,Onions,No,,
13030,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
13030,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13030,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
13030,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Five days
13030,6,0,DRINKS,Other drinks,No,,
13030,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Two days
13030,6,0,OTHER,Chat/qat/miraa,No,,
13030,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13030,6,0,WILD FOOD,Wild food,No,,
13031,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Four days
13031,6,1,CEREALS,Maize - flour (pre-packed),No,,
13031,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
13031,6,0,CEREALS,Wheat flour,No,,
13031,6,0,CEREALS,Rice,No,,
13031,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
13031,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
13031,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
13031,6,0,EGGS,Eggs,No,,
13031,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Seven days
13031,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
13031,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
13031,6,0,OILS AND FATS,Cooking oil (liquids),No,,
13031,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Seven days
13031,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
13031,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
13031,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13031,6,0,VEGETABLES,Onions,No,,
13031,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
13031,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13031,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
13031,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
13031,6,0,DRINKS,Other drinks,No,,
13031,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
13031,6,0,OTHER,Chat/qat/miraa,No,,
13031,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13031,6,0,WILD FOOD,Wild food,No,,
13033,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Three days
13033,6,0,CEREALS,Maize - flour (pre-packed),No,,
13033,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Seven days
13033,6,0,CEREALS,Wheat flour,No,,
13033,6,0,CEREALS,Rice,Yes,PURCHASE,Three days
13033,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
13033,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
13033,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
13033,6,0,EGGS,Eggs,No,,
13033,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Six days
13033,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PRIVATE GIFT,One day
13033,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
13033,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Three days
13033,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Four days
13033,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
13033,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
13033,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13033,6,0,VEGETABLES,Onions,No,,
13033,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
13033,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13033,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
13033,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
13033,6,0,DRINKS,Other drinks,No,,
13033,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",No,,
13033,6,0,OTHER,Chat/qat/miraa,No,,
13033,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13033,6,0,WILD FOOD,Wild food,No,,
13036,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Three days
13036,6,0,CEREALS,Maize - flour (pre-packed),No,,
13036,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
13036,6,0,CEREALS,Wheat flour,No,,
13036,6,0,CEREALS,Rice,Yes,PURCHASE,One day
13036,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
13036,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
13036,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Four days
13036,6,0,EGGS,Eggs,No,,
13036,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Seven days
13036,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
13036,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
13036,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Three days
13036,6,0,OILS AND FATS,Cooking fat (solids),Yes,PURCHASE,Four days
13036,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
13036,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
13036,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13036,6,0,VEGETABLES,Onions,Yes,PURCHASE,Six days
13036,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
13036,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13036,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
13036,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
13036,6,0,DRINKS,Other drinks,No,,
13036,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
13036,6,0,OTHER,Chat/qat/miraa,No,,
13036,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13036,6,0,WILD FOOD,Wild food,No,,
13038,6,0,CEREALS,Maize - grain,Yes,CREDIT/LOAN,Two days
13038,6,0,CEREALS,Maize - flour (pre-packed),No,,
13038,6,0,CEREALS,Maize - flour (Posho),Yes,CREDIT/LOAN,Four days
13038,6,0,CEREALS,Wheat flour,No,,
13038,6,0,CEREALS,Rice,Yes,CREDIT/LOAN,One day
13038,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
13038,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,CREDIT/LOAN,Four days
13038,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,CREDIT/LOAN,Two days
13038,6,0,EGGS,Eggs,No,,
13038,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,SELF PRODUCTION,Seven days
13038,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
13038,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
13038,6,0,OILS AND FATS,Cooking oil (liquids),Yes,CREDIT/LOAN,Seven days
13038,6,0,OILS AND FATS,Cooking fat (solids),No,,
13038,6,0,SUGAR,Sugar,Yes,CREDIT/LOAN,Seven days
13038,6,0,SALT AND SPICES,Salt,Yes,CREDIT/LOAN,Seven days
13038,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
13038,6,0,VEGETABLES,Onions,Yes,CREDIT/LOAN,Four days
13038,6,0,VEGETABLES,Tomatoes and tomato paste,Yes,CREDIT/LOAN,Four days
13038,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
13038,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
13038,6,0,DRINKS,Tea leaves,Yes,CREDIT/LOAN,Seven days
13038,6,0,DRINKS,Other drinks,No,,
13038,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
13038,6,0,OTHER,Chat/qat/miraa,Yes,PURCHASE,Five days
13038,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
13038,6,0,WILD FOOD,Wild food,No,,
14001,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Two days
14001,6,1,CEREALS,Maize - flour (pre-packed),No,,
14001,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
14001,6,0,CEREALS,Wheat flour,No,,
14001,6,0,CEREALS,Rice,Yes,PURCHASE,One day
14001,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14001,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
14001,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Seven days
14001,6,0,EGGS,Eggs,No,,
14001,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
14001,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
14001,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
14001,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Six days
14001,6,0,OILS AND FATS,Cooking fat (solids),No,,
14001,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
14001,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Six days
14001,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14001,6,0,VEGETABLES,Onions,No,,
14001,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14001,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14001,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14001,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
14001,6,0,DRINKS,Other drinks,No,,
14001,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
14001,6,0,OTHER,Chat/qat/miraa,No,,
14001,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14001,6,0,WILD FOOD,Wild food,No,,
14002,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Three days
14002,6,0,CEREALS,Maize - flour (pre-packed),No,,
14002,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Two days
14002,6,0,CEREALS,Wheat flour,Yes,PURCHASE,One day
14002,6,0,CEREALS,Rice,Yes,PURCHASE,One day
14002,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14002,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
14002,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Three days
14002,6,0,EGGS,Eggs,No,,
14002,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Two days
14002,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
14002,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
14002,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Five days
14002,6,0,OILS AND FATS,Cooking fat (solids),No,,
14002,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
14002,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Six days
14002,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14002,6,0,VEGETABLES,Onions,No,,
14002,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14002,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14002,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14002,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
14002,6,0,DRINKS,Other drinks,No,,
14002,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
14002,6,0,OTHER,Chat/qat/miraa,No,,
14002,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14002,6,0,WILD FOOD,Wild food,Yes,SELF PRODUCTION,Two days
14003,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Four days
14003,6,1,CEREALS,Maize - flour (pre-packed),No,,
14003,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,One day
14003,6,0,CEREALS,Wheat flour,No,,
14003,6,0,CEREALS,Rice,No,,
14003,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14003,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
14003,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Four days
14003,6,0,EGGS,Eggs,No,,
14003,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
14003,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
14003,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
14003,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Four days
14003,6,0,OILS AND FATS,Cooking fat (solids),No,,
14003,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
14003,6,0,SALT AND SPICES,Salt,Yes,AID,Two days
14003,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14003,6,0,VEGETABLES,Onions,No,,
14003,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14003,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14003,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14003,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
14003,6,0,DRINKS,Other drinks,No,,
14003,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
14003,6,0,OTHER,Chat/qat/miraa,No,,
14003,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14003,6,0,WILD FOOD,Wild food,No,,
14005,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Five days
14005,6,0,CEREALS,Maize - flour (pre-packed),No,,
14005,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Four days
14005,6,0,CEREALS,Wheat flour,Yes,PURCHASE,One day
14005,6,0,CEREALS,Rice,Yes,PURCHASE,Two days
14005,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14005,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Two days
14005,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
14005,6,0,EGGS,Eggs,No,,
14005,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Six days
14005,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,AID,One day
14005,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
14005,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Six days
14005,6,0,OILS AND FATS,Cooking fat (solids),No,,
14005,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
14005,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Six days
14005,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14005,6,0,VEGETABLES,Onions,No,,
14005,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14005,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14005,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14005,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Six days
14005,6,0,DRINKS,Other drinks,No,,
14005,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
14005,6,0,OTHER,Chat/qat/miraa,No,,
14005,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14005,6,0,WILD FOOD,Wild food,No,,
14006,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Three days
14006,6,0,CEREALS,Maize - flour (pre-packed),No,,
14006,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Two days
14006,6,0,CEREALS,Wheat flour,No,,
14006,6,0,CEREALS,Rice,Yes,PURCHASE,Two days
14006,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14006,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,Two days
14006,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
14006,6,0,EGGS,Eggs,Yes,PURCHASE,Three days
14006,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
14006,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,PURCHASE,One day
14006,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",Yes,PURCHASE,Four days
14006,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Four days
14006,6,0,OILS AND FATS,Cooking fat (solids),No,,
14006,6,0,SUGAR,Sugar,Yes,PURCHASE,Three days
14006,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Four days
14006,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14006,6,0,VEGETABLES,Onions,No,,
14006,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14006,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14006,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14006,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Four days
14006,6,0,DRINKS,Other drinks,No,,
14006,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Four days
14006,6,0,OTHER,Chat/qat/miraa,No,,
14006,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14006,6,0,WILD FOOD,Wild food,No,,
14007,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Seven days
14007,6,0,CEREALS,Maize - flour (pre-packed),No,,
14007,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
14007,6,0,CEREALS,Wheat flour,No,,
14007,6,0,CEREALS,Rice,Yes,PURCHASE,One day
14007,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14007,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
14007,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Seven days
14007,6,0,EGGS,Eggs,No,,
14007,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Three days
14007,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,Yes,SELF PRODUCTION,One day
14007,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
14007,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Seven days
14007,6,0,OILS AND FATS,Cooking fat (solids),No,,
14007,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
14007,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Seven days
14007,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14007,6,0,VEGETABLES,Onions,No,,
14007,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14007,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14007,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14007,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
14007,6,0,DRINKS,Other drinks,No,,
14007,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
14007,6,0,OTHER,Chat/qat/miraa,No,,
14007,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14007,6,0,WILD FOOD,Wild food,No,,
14008,6,0,CEREALS,Maize - grain,No,,
14008,6,0,CEREALS,Maize - flour (pre-packed),No,,
14008,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,One day
14008,6,0,CEREALS,Wheat flour,No,,
14008,6,0,CEREALS,Rice,Yes,PURCHASE,Two days
14008,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14008,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,No,,
14008,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",Yes,PURCHASE,Five days
14008,6,0,EGGS,Eggs,No,,
14008,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",No,,
14008,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
14008,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",No,,
14008,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Four days
14008,6,0,OILS AND FATS,Cooking fat (solids),No,,
14008,6,0,SUGAR,Sugar,Yes,PURCHASE,Seven days
14008,6,0,SALT AND SPICES,Salt,Yes,PURCHASE,Five days
14008,6,0,SALT AND SPICES,"Spices (chilli, etc.)",No,,
14008,6,0,VEGETABLES,Onions,No,,
14008,6,0,VEGETABLES,Tomatoes and tomato paste,No,,
14008,6,0,VEGETABLES,"Other vegetables (Sukuma wiki, cabbage, pepper, lettuce, etc.)",No,,
14008,6,0,FRUITS,"Fruits (banana, lemon, etc.)",No,,
14008,6,0,DRINKS,Tea leaves,Yes,PURCHASE,Seven days
14008,6,0,DRINKS,Other drinks,No,,
14008,6,0,OTHER,"Tobacco (cigarettes, loose tobacco)",Yes,PURCHASE,Seven days
14008,6,0,OTHER,Chat/qat/miraa,No,,
14008,6,0,OTHER,"Meals eaten out, ready-made foods, ceremonial meals",No,,
14008,6,0,WILD FOOD,Wild food,No,,
14009,6,0,CEREALS,Maize - grain,Yes,PURCHASE,Three days
14009,6,0,CEREALS,Maize - flour (pre-packed),No,,
14009,6,0,CEREALS,Maize - flour (Posho),Yes,PURCHASE,Three days
14009,6,0,CEREALS,Wheat flour,No,,
14009,6,0,CEREALS,Rice,Yes,PURCHASE,Six days
14009,6,0,CEREALS,"Other cereals (grains, pasta, bread)",No,,
14009,6,0,ROOTS AND TUBERS,Potatoes and other roots and tubers,Yes,PURCHASE,One day
14009,6,0,"PULSES, LEGUMES, NUTS","Dried beans (society/haja) and other pulses, legumes, nuts",No,,
14009,6,0,EGGS,Eggs,No,,
14009,6,0,MILK AND MILK PRODUCTS,"Milk (fresh, powdered, soured)",Yes,PURCHASE,Six days
14009,6,0,"MEAT, POULTRY, OFFAL",Goat meat/ sheep meat,No,,
14009,6,0,"MEAT, POULTRY, OFFAL","Other meat/chicken, blood, fish",Yes,SELF PRODUCTION,Seven days
14009,6,0,OILS AND FATS,Cooking oil (liquids),Yes,PURCHASE,Six days
14009,6,0,OILS AND FATS,Cooking fat (solids),No,,
14009,6,0,SUGAR,Sugar,Yes,PURCHASE,Six days
