hhid,round,comment,s12q14,s12q15,s12q1,s12q1b,s12q2,s12q2b,s12q3,s12q4,s12q5,s12q6,s12q6b,s12q7,s12q8,s12q9,s12q9b,s12q10a,s12q10b,s12q11,s12q12,s12q12b,s12q13
4103,4,0,Remained the same,,,,,,,,,,,,,Borehole,,2,,Yes,Borehole,,Yes
4103,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,20,Yes,Borehole,,Yes
4103,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,No,Borehole,,Yes
4107,3,0,Remained the same,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Borehole,,0,30,Yes,Borehole,,Yes
4107,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4107,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,Yes,Borehole,,Yes
4107,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,22,Yes,Borehole,,Yes
4108,3,0,Remained the same,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,20,Yes,Borehole,,Yes
4108,4,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,Yes,Borehole,,Yes
4108,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4108,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4110,3,0,Remained the same,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Uncovered pit latrine,Borehole,,1,,Yes,Borehole,,Yes
4110,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,40,Yes,Water tanker,,Yes
4110,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,Yes,Borehole,,Yes
4110,6,0,improved,,Brick/Block/Cement,,Cement,,1,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Protected well,,0,40,Yes,Protected well,,Yes
4111,3,0,Remained the same,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Borehole,,0,40,Yes,Borehole,,Yes
4111,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,7,Yes,Borehole,,Yes
4111,5,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Borehole,,Yes
4111,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,7,Yes,Borehole,,Yes
5001,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,30,No,Unprotected well,,Yes
5001,3,0,Remained the same,,,,,,,,,,,,,Borehole,,4,,No,Borehole,,No
5001,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
5001,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,8,,No,Unprotected well,,Yes
5001,6,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,No,Protected well,,Yes
5002,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,30,No,Unprotected well,,Yes
5002,3,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
5002,4,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,6,,No,Unprotected well,,Yes
5002,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,5,,No,Unprotected well,,Yes
5002,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,5,,No,Unprotected well,,Yes
5005,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,2,30,No,Unprotected well,,Yes
5005,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
5005,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
5005,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
5005,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
5008,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,40,No,Unprotected well,,Yes
5008,3,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,No,Protected well,,Yes
5008,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,25,No,Borehole,,Yes
5008,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,Yes
5009,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,30,No,Unprotected well,,Yes
5009,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
5009,4,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,2,,No,Unprotected well,,Yes
5009,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
5009,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,No
5010,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,2,0,No,Unprotected well,,Yes
5010,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,Yes
5010,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,20,No,Borehole,,Yes
5010,5,0,Remained the same,,,,,,,,,,,,,Protected well,,10,,No,Protected well,,Yes
5010,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5011,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,5,No,Unprotected well,,Yes
5011,3,0,Remained the same,,,,,,,,,,,,,Protected well,,15,,No,Protected well,,Yes
5011,4,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
5011,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Unprotected well,,Yes
5011,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,No
5012,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Other (specify),USES NOTHING,No,,Protected well,,0,10,No,Protected well,,No
5012,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,Yes
5012,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,No,Borehole,,Yes
5012,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5012,6,0,Remained the same,,,,,,,,,,,,,Protected well,,12,,No,Protected well,,Yes
5013,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,5,No,Unprotected well,,Yes
5013,3,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
5013,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,Yes
5013,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5013,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5015,1,,,,Mud/Dung,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,5,No,Protected well,,No
5015,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,7,No,Protected well,,Yes
5015,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
5015,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
5015,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,5,No,Unprotected well,,Yes
5016,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,40,No,Unprotected well,,Yes
5016,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,.b,Protected well,,Yes
5016,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,Yes
5016,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
5016,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
5018,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,30,No,Protected spring,,Yes
5018,3,0,Worsened,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,1,,No,Protected well,,No
5018,4,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
5018,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,No
5018,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5019,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,2,No,River,,Yes
5019,3,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,Yes,Uncovered pit latrine,Borehole,,12,,No,Borehole,,Yes
5019,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,Yes
5019,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,7,,No,Unprotected well,,Yes
5019,6,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,Yes,Protected well,,Yes
5020,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,10,No,Unprotected well,,Yes
5020,3,0,improved,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Water tanker,,0,10,No,Protected well,,Yes
5020,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,Yes
5020,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,5,,No,Unprotected well,,Yes
5020,6,0,Remained the same,,,,,,,,,,,,,Borehole,,4,,No,Borehole,,Yes
5021,1,,,,Sticks/Palm/Leaves,,Wood,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,5,No,Lake,,Yes
5021,3,0,Remained the same,,,,,,,,,,,,,Water tanker,,0,10,No,Water tanker,,Yes
5021,4,0,Remained the same,,,,,,,,,,,,,Borehole,,3,,No,Borehole,,Yes
5021,5,0,Remained the same,,,,,,,,,,,,,Protected well,,6,,No,Protected well,,Yes
5022,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,25,No,Water tanker,,Yes
5022,3,0,Worsened,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,2,,No,Unprotected well,,Yes
5022,4,0,Remained the same,,,,,,,,,,,,,Protected well,,3,,No,Protected well,,Yes
5022,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,5,,No,Unprotected well,,Yes
5024,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,15,No,Unprotected well,,Yes
5024,3,0,Remained the same,,,,,,,,,,,,,Water tanker,,0,30,No,Protected well,,Yes
5024,4,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,30,No,Unprotected well,,Yes
5024,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,5,,No,Unprotected well,,Yes
5024,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,Yes
5025,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,10,No,Water tanker,,No
5027,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,15,No,Unprotected well,,Yes
5028,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,13,0,No,Unprotected well,,Yes
5029,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Solar,,Yes,Covered pit latrine,Protected well,,48,0,No,Protected well,,Yes
5030,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,Yes,Covered pit latrine,Protected well,,0,10,No,Unprotected well,,No
5030,3,0,improved,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,Yes,Ventilation improved pit latrine,Protected well,,0,40,No,Protected well,,No
5030,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,No,Protected well,,No
5030,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,Yes,Protected well,,No
5030,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,3,Yes,Protected well,,No
5031,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,25,No,Rainwater catchment,,No
5031,3,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,10,Yes,Water tanker,,No
5031,4,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Public tap,,No
5031,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,20,Yes,Water tanker,,No
5031,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,Yes,Unprotected well,,Yes
5034,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,30,No,Protected spring,,No
5037,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,30,No,Unprotected well,,Yes
5037,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,Yes
5037,4,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,,No,Unprotected well,,Yes
5037,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
5037,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
5038,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,12,0,No,Unprotected well,,Yes
5038,3,0,Remained the same,,,,,,,,,,,,,Water tanker,,0,3,No,Water tanker,,No
5038,4,0,Remained the same,,,,,,,,,,,,,Water tanker,,3,,No,Water tanker,,No
5038,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,10,Yes,Water tanker,,Yes
5041,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,25,No,Rainwater catchment,,No
5041,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,20,Yes,Water tanker,,No
5041,4,0,Remained the same,,,,,,,,,,,,,Water tanker,,2,,Yes,Water tanker,,No
5041,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,20,Yes,Water tanker,,Yes
5041,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,Yes,Unprotected well,,No
5042,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,1,0,No,Unprotected well,,Yes
5043,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,25,No,Borehole,,Yes
5043,3,0,Remained the same,,,,,,,,,,,,,Dam,,0,20,No,Water tanker,,No
5043,4,0,Remained the same,,,,,,,,,,,,,Water tanker,,3,,No,Water tanker,,No
5043,5,0,Remained the same,,,,,,,,,,,,,Rainwater catchment,,0,20,Yes,Rainwater catchment,,No
5043,6,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,No,Borehole,,Yes
5044,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,30,No,Rainwater catchment,,No
5045,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,Yes,Uncovered pit latrine,Protected well,,0,40,No,Protected well,,No
5045,3,0,Worsened,,Mud/Dung,,Sand/Earth,,3,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,40,No,Protected well,,No
5045,4,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,,No,Unprotected well,,Yes
5045,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,Yes,Protected well,,Yes
5045,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,15,No,Protected well,,No
5046,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,1,0,No,Protected well,,No
5046,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
5046,4,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,2,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,,No,Unprotected well,,Yes
5046,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,Yes,Protected well,,Yes
5046,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,8,No,Protected well,,No
5047,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,1,0,No,Protected well,,No
5047,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,4,No,Protected well,,No
5047,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,Yes,Protected well,,No
5047,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,Yes
5047,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5049,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,10,No,Unprotected well,,Yes
5049,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,No,Unprotected well,,Yes
5049,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,Yes
5049,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,Yes
5049,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5050,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,40,No,Unprotected well,,Yes
5050,3,0,Remained the same,,,,,,,,,,,,,Protected well,,15,,No,Protected well,,Yes
5050,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,No
5050,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,Yes,Protected well,,No
5050,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,No
5051,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
5051,3,0,Remained the same,,,,,,,,,,,,,Protected spring,,14,,No,Protected well,,Yes
5051,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
5051,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
5052,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,0,No,Unprotected well,,Yes
5052,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,5,No,Unprotected well,,Yes
5052,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,Yes
5052,5,0,Remained the same,,,,,,,,,,,,,Unprotected spring,,0,30,No,Unprotected spring,,Yes
5052,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
5053,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,20,No,Protected well,,No
5053,3,0,Remained the same,,,,,,,,,,,,,Borehole,,1,,No,Borehole,,Yes
5053,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,Yes
5053,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,Yes,Protected well,,No
5053,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,4,No,Protected well,,Yes
5054,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,5,No,Protected well,,No
5054,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,30,No,Protected well,,No
5054,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,No
5054,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,No,Protected well,,No
5054,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,6,Yes,Protected well,,Yes
5055,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,20,No,Protected well,,No
5055,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
5055,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,12,No,Protected well,,Yes
5055,5,0,improved,,Brick/Block/Cement,,Cement,,2,Traditional fire,Purchased firewood,Purchased firewood,,Yes,Covered pit latrine,Protected well,,0,30,Yes,Protected well,,Yes
5055,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,6,Yes,Protected well,,Yes
5056,1,,,,.b,,.b,,.b,.b,.b,.b,,.b,.b,.b,,.b,.b,.b,.b,,.b
5056,3,0,improved,,Corrugated iron,,Cement,,2,Traditional fire,Collected firewood,Paraffin,,Yes,Covered pit latrine,Borehole,,0,5,No,Borehole,,Yes
5056,4,0,Remained the same,,,,,,,,,,,,,Protected well,,10,,No,Protected spring,,Yes
5056,5,0,Remained the same,,,,,,,,,,,,,Protected well,,5,,Yes,Protected well,,No
5056,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,2,No,Protected well,,No
5057,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,40,No,Unprotected well,,Yes
5057,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
5057,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,10,,No,Unprotected well,,Yes
5057,5,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,Yes,Protected well,,No
5057,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
5058,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Water tanker,,0,15,No,Water tanker,,No
5061,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,0,2,No,Unprotected well,,Yes
5061,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
5061,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,No,Borehole,,Yes
5061,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
5061,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,5,No,Unprotected well,,Yes
5066,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected spring,,0,40,No,Protected well,,Yes
5066,3,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,Yes
5066,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
5066,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
5066,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,5,Yes,Protected well,,No
5067,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,10,No,Protected well,,No
5067,6,0,,Remained the same,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,20,No,Protected well,,No
5068,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,20,No,Protected well,,No
5068,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,No,Unprotected well,,Yes
5068,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,No
5068,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
5069,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Unprotected well,,1,30,No,Unprotected well,,Yes
5070,3,0,Remained the same,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Protected well,,0,20,No,Protected well,,Yes
5070,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,No,Borehole,,Yes
5070,5,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
5070,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,Yes
5071,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,0,20,No,Protected well,,No
5072,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Battery torch,,No,,Protected well,,1,20,No,Unprotected well,,Yes
