hhid,round,comment,s12q14,s12q15,s12q1,s12q1b,s12q2,s12q2b,s12q3,s12q4,s12q5,s12q6,s12q6b,s12q7,s12q8,s12q9,s12q9b,s12q10a,s12q10b,s12q11,s12q12,s12q12b,s12q13
9039,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,50,No,Borehole,,Yes
9039,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9039,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9039,5,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,No,Protected well,,Yes
9040,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Borehole,,Yes
9040,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,No
9040,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,15,No,Borehole,,Yes
9040,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9041,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Borehole,,Yes
9041,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9041,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,Yes
9041,5,0,Worsened,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,,No,Unprotected well,,Yes
9042,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,20,No,Public tap,,No
9042,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9042,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9042,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,No
9042,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
9043,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,30,No,Unprotected well,,No
9043,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9043,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9043,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,No
9043,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
9044,1,,,,Corrugated iron,,Cement,,4,Traditional fire,Collected firewood,Electricity,,Yes,Uncovered pit latrine,Unprotected well,,2,0,No,Borehole,,No
9044,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9044,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9044,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
9044,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,10,Yes,Borehole,,Yes
9045,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,20,No,Borehole,,Yes
9045,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9045,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9045,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9045,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,Yes
9046,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,40,No,Protected well,,No
9046,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,34,No,Unprotected well,,Yes
9046,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,Yes,Unprotected well,,Yes
9046,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9046,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
9047,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,10,No,Borehole,,Yes
9047,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,Yes,Unprotected well,,Yes
9047,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9047,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9047,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,40,No,Protected well,,No
9048,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Flush to septic tank,Borehole,,0,45,No,Borehole,,Yes
9048,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9048,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9048,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9048,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9049,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,0,45,Yes,Borehole,,Yes
9049,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,35,No,Unprotected well,,No
9049,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9050,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,20,No,Borehole,,Yes
9050,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9050,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9050,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9050,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
9051,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,45,No,Borehole,,Yes
9051,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,Yes
9051,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9051,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9052,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,30,No,Borehole,,Yes
9052,3,0,Remained the same,,,,,,,,,,,,,Pan,,0,15,No,Unprotected well,,Yes
9052,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,1,No,Unprotected well,,Yes
9052,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9053,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,20,No,Borehole,,Yes
9053,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,No
9053,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9053,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9053,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,40,No,Protected well,,Yes
9054,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,20,No,Borehole,,Yes
9054,3,0,improved,,Mud/Dung,,Cement,,3,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Unprotected well,,0,30,No,Unprotected well,,Yes
9054,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9054,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,No,Unprotected well,,Yes
9055,1,,,,Stone,,Cement,,3,Traditional fire,Collected firewood,Solar,,Yes,Uncovered pit latrine,Borehole,,0,50,No,Borehole,,Yes
9055,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,10,,No,Unprotected well,,Yes
9055,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,No
9055,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
9055,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,10,No,Protected well,,No
9056,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,20,No,Borehole,,Yes
9056,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,No
9056,4,0,Remained the same,,,,,,,,,,,,,Pan,,0,1,Yes,Pan,,No
9056,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9057,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,30,No,Unprotected well,,No
9057,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9057,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,15,No,Borehole,,Yes
9057,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9057,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9058,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Protected well,,1,0,No,Borehole,,Yes
9058,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9058,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9058,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,No
9058,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,No,Protected well,,No
9059,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,Yes,Covered pit latrine,Water tanker,,0,50,Yes,Borehole,,No
9059,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9059,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9059,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
9060,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,20,No,Borehole,,Yes
9060,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9060,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,No,Unprotected well,,Yes
9060,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9060,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
9061,1,,,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,15,No,Unprotected well,,Yes
9061,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9061,4,0,Remained the same,,,,,,,,,,,,,Protected well,,0,25,Yes,Protected well,,No
9061,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9061,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9062,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,No,Borehole,,Yes
9062,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,No
9062,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9062,5,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,Yes,Protected well,,Yes
9062,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,Yes
9063,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,0,48,No,Unprotected well,,Yes
9063,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9063,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,15,No,Unprotected well,,Yes
9063,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9063,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Protected well,,No
9064,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,0,No,Borehole,,Yes
9064,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9064,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9064,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9065,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Unprotected well,,Yes
9065,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9065,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9065,5,0,improved,,Sticks/Palm/Leaves,,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9065,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Unprotected well,,No
9066,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,30,No,Unprotected well,,No
9066,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9066,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9066,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9066,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,40,Yes,Protected well,,No
9067,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,30,Yes,Unprotected well,,No
9067,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9067,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9067,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9067,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,45,Yes,Protected well,,Yes
9068,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,Yes
9068,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9068,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9068,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9069,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,No
9069,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,50,No,Unprotected well,,Yes
9069,4,0,Remained the same,,,,,,,,,,,,,Borehole,,0,30,No,Borehole,,Yes
9069,5,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,No,Protected well,,Yes
9069,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Protected well,,No
9070,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,3,30,No,Unprotected well,,Yes
9070,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9070,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9070,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9070,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,No
9071,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,Yes
9071,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9071,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9071,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9071,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,20,Yes,Protected well,,No
9072,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,0,No,Unprotected well,,Yes
9072,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Protected well,,No
9072,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9073,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,0,No,Unprotected well,,Yes
9073,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,Yes
9073,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9073,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,Yes,Unprotected well,,Yes
9073,6,0,Remained the same,,,,,,,,,,,,,Protected well,,3,,Yes,Protected well,,No
9074,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Unprotected well,,No
9074,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9074,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9074,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,1,Yes,Unprotected well,,Yes
9074,6,0,Remained the same,,,,,,,,,,,,,Public tap,,0,30,Yes,Protected well,,Yes
9075,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Unprotected well,,Yes
9075,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9075,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Pan,,No
9075,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,No
9075,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,No,Borehole,,No
9076,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,No
9076,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9076,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,10,No,Unprotected well,,Yes
9076,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9077,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,No
9077,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,No
9077,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9077,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9077,6,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Public tap,,Yes
9078,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,No
9078,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,50,No,Unprotected well,,No
9078,4,0,Remained the same,,,,,,,,,,,,,Pan,,1,,Yes,Unprotected well,,No
9078,5,0,Remained the same,,,,,,,,,,,,,Protected well,,4,,No,Protected well,,Yes
9078,6,0,Remained the same,,,,,,,,,,,,,Unprotected well,,3,,No,Borehole,,Yes
9079,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,Yes
9079,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,No
9079,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9079,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9079,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
9080,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,0,No,Unprotected well,,No
9080,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9080,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,Yes
9080,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9080,6,0,Remained the same,,,,,,,,,,,,,Pan,,2,,Yes,Borehole,,No
9081,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,Yes,Unprotected well,,Yes
9081,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,No,Unprotected well,,Yes
9081,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9081,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,5,No,Unprotected well,,No
9081,6,0,Remained the same,,,,,,,,,,,,,Protected well,,2,,No,Protected well,,Yes
9082,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,Yes,Unprotected well,,Yes
9082,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9082,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9082,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,2,,No,Unprotected well,,No
9082,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,20,No,Protected well,,No
9083,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,Yes,Unprotected well,,Yes
9083,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9083,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9083,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9084,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,Yes
9084,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,No
9084,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9084,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,No
9085,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,30,Yes,Unprotected well,,No
9085,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,5,No,Unprotected well,,Yes
9085,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9085,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,20,No,Unprotected well,,Yes
9085,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,No
9086,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,1,30,Yes,Unprotected well,,No
9086,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,25,No,Unprotected well,,Yes
9086,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9086,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,No
9086,6,0,Remained the same,,,,,,,,,,,,,Protected well,,0,45,No,Protected well,,Yes
9087,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,1,30,No,Borehole,,No
9087,3,0,Remained the same,,,,,,,,,,,,,Protected spring,,0,45,No,Unprotected well,,No
9087,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,No
9087,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,4,,No,Unprotected well,,Yes
9087,6,0,Remained the same,,,,,,,,,,,,,Protected well,,1,,No,Protected well,,Yes
9088,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Borehole,,2,0,No,Unprotected well,,No
9088,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,35,No,Unprotected well,,Yes
9088,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,Yes,Unprotected well,,Yes
9088,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,40,No,Unprotected well,,Yes
9088,6,0,Remained the same,,,,,,,,,,,,,Borehole,,0,10,Yes,Protected well,,Yes
9089,1,,,,"Various (sticks, plastic, sheets, etc.)",,Sand/Earth,,1,Traditional fire,Collected firewood,Collected firewood,,No,,Unprotected well,,2,0,No,Unprotected well,,Yes
9089,3,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,30,No,Unprotected well,,Yes
9089,4,0,Remained the same,,,,,,,,,,,,,Unprotected well,,1,,No,Unprotected well,,Yes
9089,5,0,Remained the same,,,,,,,,,,,,,Unprotected well,,0,45,Yes,Unprotected well,,Yes
9089,6,0,Remained the same,,,,,,,,,,,,,Public tap,,1,,Yes,Protected well,,No
